DO ID	DO term	OMIM ID	DO Exact Synonym
"DOID:8649"	"tongue cancer"		Tongue neoplasm malignant stage Unspecified, malignant neoplasm of anterior 2\/3 of tongue unspecified (disorder), malignant neoplasm of anterior two-thirds of tongue, part unspecified, malignant neoplasm of base of tongue, malignant neoplasm of border of tongue, malignant neoplasm of dorsal surface of tongue, malignant neoplasm of dorsal tongue NOS, malignant neoplasm of dorsum of tongue NOS (disorder), malignant neoplasm of fixed part of tongue NOS (disorder), malignant neoplasm of fixed part of tongue NOS, malignant neoplasm of junctional zone of tongue, malignant neoplasm of lingual tonsil, malignant neoplasm of mobile part of tongue NOS, malignant neoplasm of other sites of tongue (disorder), malignant neoplasm of other sites of tongue, malignant neoplasm of tip and lateral border of tongue, malignant neoplasm of tip and\/or lateral border of tongue, malignant neoplasm of tongue NOS (disorder), malignant neoplasm of tongue NOS, malignant neoplasm of tongue, malignant neoplasm of tongue, NOS, malignant neoplasm of tongue, tip and lateral border (disorder), malignant neoplasm of ventral surface of tongue, malignant neoplasm of ventral tongue surface NOS (disorder), malignant tumor of Posterior Tongue, malignant tumor of anterior two-thirds of tongue (disorder), malignant tumor of base of tongue (disorder), malignant tumor of lingual tonsil (disorder), malignant tumor of lingual tonsil, malignant tumor of mobile part of tongue, malignant tumor of tongue (disorder)
"DOID:0050866"	"oral squamous cell carcinoma"		mouth squamous cell carcinoma
"DOID:8702"	"cheek mucosa cancer"		malignant neoplasm of buccal mucosa, malignant neoplasm of cheek, inner aspect, malignant neoplasm of the Buccal Mucosa, malignant tumor of buccal mucosa (disorder)
"DOID:8930"	"retromolar area cancer"		malignant tumor of retromolar area (disorder)
"DOID:9149"	"hard palate cancer"		Hard Palate, malignant neoplasm of hard palate, malignant tumor of hard palate (disorder), malignant tumor of the Hard Palate, malignant tumour of hard palate
"DOID:9188"	"vestibule of mouth cancer"		malignant neoplasm of vestibule of mouth NOS (disorder), malignant tumor of vestibule of mouth (disorder), malignant tumor of vestibule of mouth
"DOID:0060165"	"Kleine-Levin syndrome"		
"DOID:8634"	"prostate carcinoma in situ"		PIN III, carcinoma in situ of prostate (disorder), grade III PIN
"DOID:8645"	"subacute delirium"		Subacute delirium (disorder)
"DOID:0050865"	"tongue squamous cell carcinoma"		squamous-cell carcinoma
"DOID:8661"	"lip carcinoma in situ"		
"DOID:8670"	"eating disorder"		
"DOID:11507"	"rumination disorder"		Psychogenic rumination (disorder)
"DOID:12128"	"pica disease"		
"DOID:12129"	"bulimia nervosa"	607499, 610269	hyperorexia nervosa
"DOID:8689"	"anorexia nervosa"		
"DOID:8672"	"viral exanthem"		
"DOID:8743"	"erythema infectiosum"		Erythema infectiosum (disorder), Fifth disease
"DOID:8675"	"lymphosarcoma"		Diffuse lymphoma, malignant lymphoma (category)
"DOID:8687"	"skin carcinoma in situ"		Cutaneous carcinoma in situ, carcinoma in situ of ear, carcinoma in situ of eyelid including canthus, carcinoma in situ of scalp and skin of neck (disorder), carcinoma in situ of scalp and skin of neck, carcinoma in situ of skin of ear and external auditory canal, carcinoma in situ of skin of ear and external auricular canal, carcinoma in situ of skin of face, carcinoma in situ of skin of lip, carcinoma in situ of skin of lower limb including hip, carcinoma in situ of skin of trunk except scrotum, carcinoma in situ of skin of trunk, excluding scrotum (disorder), carcinoma in situ of skin of upper limb including shoulder
"DOID:8691"	"mycosis fungoides"	254400	MF, Mycosis Fungoides, Mycosis fungoides (disorder), Mycosis fungoides (morphologic abnormality), Mycosis fungoides NOS (disorder), Mycosis fungoides NOS (morphologic abnormality), Mycosis fungoides of unspecified site (disorder), Mycosis fungoides, Mycosis fungoides, unspecified site, extranodal and solid organ sites, mycosis fungoides lymphoma
"DOID:9119"	"acute myeloid leukemia"	601626, 602439	AML - acute Myeloid Leukemia, Leukemia, Myelocytic, acute, acute myeloblastic leukemia, acute myelogenous leukemia
"DOID:8747"	"subacute myeloid leukemia"		Atypical CML, Atypical chronic myeloid leukemia (disorder)
"DOID:8712"	"neurofibromatosis"	101000, 162200, 162210, 162260, 162270	Acoustic neurofibromatosis, Neurofibromatosis 1, Recklinghausen's neurofibromatosis, central Neurofibromatosis, neurofibromatosis type 1, neurofibromatosis type 2, neurofibromatosis type 4, neurofibromatosis type IV, peripheral Neurofibromatosis, type IV neurofibromatosis of riccardi, von Reklinghausen disease
"DOID:0050610"	"oral cavity carcinoma in situ"		
"DOID:0050611"	"pharynx carcinoma in situ"		
"DOID:0050612"	"gall bladder carcinoma in situ"		
"DOID:0050613"	"bile duct carcinoma in situ"		
"DOID:0050614"	"bronchus carcinoma in situ"		
"DOID:8792"	"eye carcinoma in situ"		carcinoma in situ of eye (disorder)
"DOID:8800"	"lung carcinoma in situ"		carcinoma in situ of bronchus and lung (disorder), carcinoma in situ of bronchus or lung NOS (disorder)
"DOID:8802"	"trachea carcinoma in situ"		Tracheal carcinoma In situ, carcinoma in situ of trachea (disorder)
"DOID:8826"	"colon carcinoma in situ"		carcinoma in situ of colon (disorder), carcinoma in situ of colon NOS (disorder), stage 0 Colonic carcinoma
"DOID:8872"	"penis carcinoma in situ"		Bowen's disease of penis (disorder), Penile intraepithelial neoplasia grade III, Queyrat's erythroplasia (disorder), Queyrat's erythroplasia (morphologic abnormality), Queyrat's erythroplasia, carcinoma in situ of penis (disorder), grade III squamous Intraepithelial Lesion of penis
"DOID:8991"	"cervix uteri carcinoma in situ"		CIN III - carcinoma in situ of cervix, CIN III - severe dyskaryosis, CIN III, Cervix Ca in situ, Severe Dysplasia of the Cervix Uteri, Severe dysplasia of cervix, carcinoma in situ of cervix, carcinoma in situ of uterine cervix (disorder), carcinoma in situ of uterine cervix, carcinoma of cervix stage 0 (disorder), cervical intraepithelial neoplasia grade III with severe dysplasia (disorder), squamous intraepithelial neoplasia, grade III
"DOID:9011"	"larynx carcinoma in situ"		carcinoma in situ of larynx (disorder), carcinoma in situ of larynx NOS (disorder), stage 0 carcinoma of the Larynx
"DOID:9024"	"intestine carcinoma in situ"		carcinoma in situ of other and unspecified parts of intestine (disorder)
"DOID:9053"	"bladder carcinoma in situ"		Flat CIS of the urinary bladder, bladder Ca in situ, carcinoma in situ of bladder (disorder)
"DOID:9087"	"anal carcinoma in situ"		anal carcinoma stage 0, anal intraepithelial neoplasia grade III, anal intraepithelial neoplasia, grade III, carcinoma in situ of anal canal (disorder), carcinoma in situ of anal canal, carcinoma in situ of anus (disorder), carcinoma in situ of anus NOS (disorder)
"DOID:9095"	"esophagus carcinoma in situ"		Severe esophageal dysplasia (disorder), carcinoma in situ of esophagus (disorder), carcinoma in situ of esophagus NOS (disorder), stage 0 carcinoma of the esophagus
"DOID:9108"	"uterus carcinoma in situ"		carcinoma in situ of other and unspecified parts of uterus (disorder)
"DOID:9132"	"liver carcinoma in situ"		carcinoma in situ of biliary system (& [and liver]), carcinoma in situ of liver and biliary system (disorder), carcinoma in situ of liver or biliary system NOS (disorder), carcinoma in situ of liver, gallbladder and bile ducts
"DOID:9138"	"stomach carcinoma in situ"		carcinoma in situ of stomach (disorder), carcinoma in situ of stomach NOS (disorder), gastric carcinoma in situ
"DOID:9174"	"rectum carcinoma in situ"		Severe Rectal Dysplasia, Severe dysplasia of rectum (disorder), carcinoma in situ of rectum (disorder)
"DOID:9234"	"kidney carcinoma in situ"		carcinoma in situ of other and unspecified urinary organs (disorder)
"DOID:0050508"	"variola major"		
"DOID:9153"	"variola minor"		Alastrim (disorder), Variola minor, cottonpox, milkpox, whitepox
"DOID:8941"	"seborrheic infantile dermatitis"		Complement 5 dysfunction (disorder), Complement 5 dysfunction [Ambiguous], Complement 5 dysfunction, Generalized seborrheic dermatitis of infants (disorder), Infantile seborrheic dermatitis (disorder), Infantile seborrheic dermatitis NOS (disorder), Infantile seborrhoeic dermatitis, Pityriasis capitis (disorder), Seborrhea capitis (disorder), Seborrhea sicca, Seborrheic dermatitis (& capitis), Seborrheic dermatitis of scalp (disorder), Seborrheic dermatitis of scalp, Seborrhoea capitis, Seborrhoeic dermatitis of scalp, Seborrhoeic eczema of scalp, cradle cap, seborrhea capitis
"DOID:8778"	"Crohn's disease"		Crohn disease, Crohn's disease of colon (disorder), Crohn's disease of large bowel, Granulomatous Colitis, Pediatric Crohn's disease
"DOID:0060188"	"jejunoileitis"		
"DOID:0060189"	"ileitis"		Crohn's ileitis
"DOID:0060190"	"ileocolitis"		
"DOID:0060191"	"gastroduodenal Crohn's disease"		upper GI Crohn's disease
"DOID:0060192"	"Crohn's colitis"		
"DOID:8787"	"disseminated chorioretinitis"		
"DOID:0060074"	"ductal carcinoma in situ"		
"DOID:8849"	"sublingual gland cancer"		malignant tumor of sublingual gland (disorder), malignant tumor of the Sublingual gland
"DOID:0050930"	"sublingual gland adenoid cystic carcinoma"		
"DOID:9036"	"parotid gland cancer"		cancer of parotid gland, malignant neoplasm of the Parotid, malignant tumor of parotid gland (disorder)
"DOID:9173"	"submandibular gland cancer"		malignant neoplasm of submaxillary gland, malignant tumor of submandibular gland (disorder), malignant tumor of the Submandibular gland
"DOID:0050169"	"cutaneous lupus erythematosus"		
"DOID:0050920"	"tonsil squamous cell carcinoma"		
"DOID:0080149"	"adult acute monocytic leukemia"		
"DOID:8866"	"actinic keratosis"		SK - Solar keratosis, Senile hyperkeratosis, Solar keratosis, actinic (Solar) Keratosis, actinic keratosis (disorder), actinic keratosis (morphologic abnormality)
"DOID:12731"	"pars planitis"	606177	Posterior cyclitis
"DOID:8892"	"pityriasis rosea"		Pityriasis Rosea, Pityriasis circinata, Pityriasis rosea (disorder)
"DOID:9088"	"parapsoriasis"		Parapsoriasis (disorder), Parapsoriasis NOS (disorder), Parapsoriasis unspecified (disorder)
"DOID:9212"	"pityriasis rubra pilaris"	173200	Devergie's disease, Pityriasis rubra pilaris (disorder)
"DOID:8912"	"tinea nigra"		Infection by Cladosporium werneckii, Keratomycosis nigricans, Tinea palmaris nigra
"DOID:0050096"	"tinea barbae"		dermatophytosis of beard
"DOID:11917"	"tinea cruris"		(Dermatophytosis of groin & perianal area) or (Dhobie itch) or (tinea cruris), Dermatophytosis of Groin and Perianal Area, Dermatophytosis of groin and perianal area (disorder), Dermatophytosis of groin and perianal area NOS (disorder)
"DOID:12179"	"tinea corporis"		Dermatophytosis of the body (disorder), Dermatophytosis of the trunk, dermatophytosis of the body
"DOID:12403"	"tinea pedis"		Athlete's foot, Dermatophytosis of foot (& tinea pedis), Dermatophytosis of foot (disorder), Dermatophytosis of foot, Tinea pedis (disorder), Tinea pedis
"DOID:13074"	"tinea unguium"		Dermatophytic onychia, Dermatophytosis of nail, Onychomycosis due to dermatophyte, cellulitis and abscess of buttock, cellulitis and abscess of face, cellulitis and abscess of finger and toe, cellulitis and abscess of finger, cellulitis and abscess of gluteal region, cellulitis and abscess of trunk, cellulitis and abscess of upper arm and forearm, dermatophytic onychomycosis
"DOID:13369"	"tinea manuum"		Dermatophytosis of hand, Tinea manus (disorder)
"DOID:10040"	"malignant eyelid melanoma"		
"DOID:10044"	"balloon cell malignant melanoma"		
"DOID:10047"	"nodular malignant melanoma"		nodular melanoma (morphologic abnormality)
"DOID:10054"	"skin amelanotic melanoma"		skin amelanotic malignant melanoma
"DOID:8924"	"autoimmune thrombocytopenic purpura"	188030	Autoimmune thrombocytopenic purpura, Immune thrombocytopenic purpura (disorder), idiopathic thrombocytopenic purpura, primary thrombocytopenic purpura
"DOID:8925"	"primary thrombocytopenia"		
"DOID:8931"	"Evans' syndrome"		(Thrombocytopenia: [primary] or [idopathic purpuric] or [idiopathic] or [purpuric]) or (Evan's syndrome), Evans syndrome (disorder)
"DOID:8927"	"learning disability"		Academic skill disorder, learning disorder
"DOID:12568"	"dyscalculia"		Mathematics disorder, disorder of arithmetical skills
"DOID:8943"	"lattice corneal dystrophy"		familial amyloid neuropathy, Finnish type
"DOID:8946"	"severe nonproliferative diabetic retinopathy"		High risk non proliferative diabetic retinopathy, Severe NPDR
"DOID:13207"	"proliferative diabetic retinopathy"		PDR
"DOID:13208"	"background diabetic retinopathy"		Non proliferative diabetic retinopathy, Non-Proliferative Diabetic Retinopathy
"DOID:9191"	"diabetic macular edema"		
"DOID:8955"	"sideroblastic anemia"		ANEMIA SIDEROBLASTIC, Anemia, hypochromic with iron loading
"DOID:0050554"	"X-linked sideroblastic anemia with ataxia"	301310	Anemia sideroblastic and spinocerebellar ataxia, X-linked sideroblastic anemia and ataxia
"DOID:0060063"	"X-linked sideroblastic anemia"	300751	XLSA
"DOID:0060064"	"sideroblastic anemia with spinocerebellar ataxia"		ASAT
"DOID:0060065"	"pyridoxine-refractory autosomal recessive sideroblastic anemia"	205950	
"DOID:0060066"	"pyridoxine-responsive sideroblastic anemia"	206000	
"DOID:0060335"	"autosomal dominant sideroblastic anemia"	182170	
"DOID:0050931"	"parotid gland adenoid cystic carcinoma"		
"DOID:9060"	"pityriasis versicolor"		Infection by Pityrosporum furfur, Pityriasis versicolor (disorder)
"DOID:9063"	"Ritter's disease"		Dermatitis exfoliativa neonatorum, Pemphigus neonatorum, Ritter disease, Scalded skin syndrome, Staphylococcal scalded skin syndrome (disorder), Toxic epidermal necrolysis, subcorneal type (disorder)
"DOID:9111"	"cutaneous leishmaniasis"		Asian Desert Cutaneous Leishmaniasis, Leproid leishmaniasis, diffuse cutaneous leishmaniasis
"DOID:9146"	"visceral leishmaniasis"	608207, 611381, 611382	Infection by visceral leishmaniasis, Kala-Azar
"DOID:9155"	"mucocutaneous leishmaniasis"		American Cutaneous Leishmaniasis, American cutaneous leishmaniasis, American mucocutaneous leishmaniasis (disorder), American mucocutaneous leishmaniasis, Cutaneous leishmaniasis, American, Mucocutaneous leishmaniasis, (American), Mucocutaneous leishmaniasis, American, New World cutaneous leishmaniasis
"DOID:9905"	"follicular mucinosis"		Alopecia mucinosa
"DOID:9113"	"granuloma inguinale"		(Granuloma inguinale) or (donovanosis) or (pudendal ulcer), Granuloma Inguinale, Granuloma inguinale (disorder), Pudendal ulcer, donovanosis
"DOID:0060318"	"acute promyelocytic leukemia"	612376	APL, acute myeloblastic leukemia type 3, acute myeloid leukemia M3
"DOID:9120"	"amyloidosis"		amyloid disease
"DOID:0050636"	"familial visceral amyloidosis"	105200	AMYLOIDOSIS, FAMILIAL RENAL, German type amyloidosis, OSTERTAG TYPE AMYLOIDOSIS, systemic nonneuropathic amyloidosis
"DOID:0050637"	"Finnish type amyloidosis"	105120	AMYLOIDOSIS, MERETOJA TYPE
"DOID:0050638"	"transthyretin amyloidosis"	105210	Amyloidosis, hereditary, transthyretin-related, Corino de Andrade's disease, Familial transthyretin amyloidosis, TTR amyloidosis, familial amyloid polyneuropathy, transthyretin-related hereditary amyloidosis
"DOID:0050639"	"primary cutaneous amyloidosis"	105250, 613955	PCA, familial primary localized cutaneous amyloidosis
"DOID:0050761"	"paramyloidosis"		
"DOID:9246"	"cerebral amyloid angiopathy"	105150, 117300, 176500, 605714	Hereditary cerebral haemorrhage with amyloidosis - Dutch type (disorder), dutch hereditary cerebral amyloid angiopathy
"DOID:9159"	"gas gangrene"		(Gas gangrene) or (Clostridium infection), Gas bacillus infection or gangrene, Gas bacillus infection, Gas gangrene (disorder), Myonecrosis
"DOID:9169"	"Wiskott-Aldrich syndrome"	277970, 301000	Wiskott syndrome
"DOID:9220"	"central sleep apnea"	107640, 207720	primary central sleep apnea
"DOID:9248"	"Pallister-Hall syndrome"	146510	Pallister-Hall syndrome (disorder)
"DOID:9281"	"phenylketonuria"	261600	Flling's disease, PKU, maternal phenylketonuria, phenylalaninemia
"DOID:9280"	"carbamoyl phosphate synthetase I deficiency disease"	237300	CPS I deficiency
"DOID:0050544"	"hypermethioninemia"	613752, 614300	hypermethioninemia with s-adenosylhomocysteine hydrolase deficiency
"DOID:0050573"	"2-hydroxyglutaric aciduria"		
"DOID:0050710"	"3-Methylcrotonyl-CoA carboxylase deficiency"	210200, 210210	3-Methylcrotonylglycinuria, 3MCC deficiency, BMCC deficiency
"DOID:0050720"	"ornithine translocase deficiency"	238970	HHH syndrome, Hyperornithinemia-Hyperammonemia-Homocitrullinuria (HHH) syndrome
"DOID:0050721"	"serine deficiency"		
"DOID:0050762"	"adenylosuccinase lyase deficiency"		
"DOID:0050798"	"cerebral creatine deficiency syndrome"		
"DOID:0060159"	"organic acidemia"		organic acid metabolism disorder, organic aciduria
"DOID:0060176"	"gamma-amino butyric acid metabolism disorder"		
"DOID:0060350"	"adenine phosphoribosyltransferase deficiency"	614723	2,8-dihydroxyadenine urolithiasis, APRT deficiency
"DOID:0060439"	"lysinuric protein intolerance"	222700	LPI, dibasic amino aciduria II, hyperdibasic aminoaciduria
"DOID:14365"	"systemic primary carnitine deficiency disease"	212140	carnitine transporter deficiency, carnitine uptake defect, deficiency of plasma-membrane carnitine transporter, primary carnitine deficiency, renal carnitine transport defect (disorder)
"DOID:14755"	"argininosuccinic aciduria"	207900	Argininosuccinate lyase deficiency (disorder), argininosuccinic acidemia, arginosuccinase deficiency, deficiency of argininosuccinate lyase (disorder)
"DOID:9263"	"homocystinuria"	236200, 236250	CBS deficiency, Homocystinuria (disorder), cystathionine beta synthase deficiency, cystathionine synthase deficiency
"DOID:9265"	"histidine metabolism disease"		Disturbances of histidine metabolism
"DOID:9266"	"cystinuria"	220100	
"DOID:9267"	"urea cycle disorder"		disorder of metabolism of ornithine, citrulline, argininosuccinic acid, arginine and ammonia, disorder of urea cycle metabolism, urea cycle defect
